gazetteer_title,stream_name,tributary_side,primary_county,origin,flow_description,destination_details,additional_data,canvas_fragment,image,current_alphabet_letter
Gazetteer of Surface Waters of Iowa,Beaver Creek,Left,Hardin County,"T. 89 N., R. 21 W.","flows southeast 17 miles into South Fork of Iowa River (tributary through Iowa River to the Mississippi) in Hardin County, T. 87 N., R. 20 W.",South Fork of Iowa River (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=359,1803,2221,51",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,Beaver Creek,Right,Howard County,"sec. 32, T. 100 N., R. 13 W.","flows east 8 miles into Upper Iowa River (tributary to the Mississippi) in Howard County, sec. 19, T. 100 N., R. 12 W.",Upper Iowa River (tributary to the Mississippi),"One small tributary from the right enters in sec. 25, T. 100 N., R. 13 W.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=362,2013,2220,51",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,Beaver Creek,Left,Humboldt County,"sec. 2, T. 91 N., R. 28 W.","flows southwest 8 miles into Des Moines River (tributary to the Mississippi) in Humboldt County, sec. 32, T. 91 N., R. 28 W.",Des Moines River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=362,2292,2218,52",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,Beaver Creek,Right,Jackson County,"T. 84 N., R. 6 E.",flows northeast 6 miles into Mississippi River.,Mississippi River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=362,2500,2220,55",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,Beaver Creek,Left,Monona County,"sec. 28, T. 84 N., R. 43 W.","flows south and west 9 miles into Maple River (tributary through Little Sioux River to the Missouri) in sec. 16, T. 83 N., R. 44 W.",Maple River (tributary through Little Sioux River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=362,2635,2220,65",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,Beaver Creek,Right,Palo Alto County,"T. 95 N., R. 33 W.","flows southeast 22 miles into West Des Moines River (tributary through Des Moines River to the Mississippi) in Pocahontas County, T. 93 N., R. 31 W.",West Des Moines River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=362,2854,2218,51",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,Beaver Creek,Left,Plymouth County,"sec. 36, T. 93 N., R. 48 W.","flows west 6 miles into Big Sioux River (tributary to the Missouri) in sec. 30, T. 93 N., R. 48 W.",Big Sioux River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=362,3062,2220,52",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,Beaver Creek,Left,Winnebago County,"a small lake in T. 99 N., R. 23 W.","flows southeast 10 miles into Lime Creek (tributary through Shellrock River to Cedar River, which discharges into the Mississippi through Iowa River) in Worth County, sec. 34, T. 98 N., R. 22 W.","Lime Creek (tributary through Shellrock River to Cedar River, which discharges into the Mississippi through Iowa River)",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=362,3270,2218,55",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,"Beaver Creek, Middle Fork",Right,Hardin County,"T. 89 N., R. 19 W.","flows southeast 12 miles and northeast 18 miles into Beaver Creek (tributary through Cedar River to Iowa River and thus to the Mississippi) in Grundy County, T. 89 N., R. 17 W.",Beaver Creek (tributary through Cedar River to Iowa River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=362,3547,2218,64",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,"Beaver Creek, North Fork",Left,Grundy County,"sec. 10, T. 89 N., R. 18 W.","flows southeast 6 miles into Middle Fork of Beaver Creek (tributary through Shellrock River to Cedar River, which discharges into the Mississippi through Iowa River).","Middle Fork of Beaver Creek (tributary through Shellrock River to Cedar River, which discharges into the Mississippi through Iowa River)",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008#xywh=363,3827,2217,62",0008_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0008.jpg,B
Gazetteer of Surface Waters of Iowa,"Beaver Creek, South",Right,Hardin County,"sec. 20, T. 89 N., R. 19 W.",flows southeast 12 miles and northeast 16 miles into Beaver Creek,"into Beaver Creek (tributary through Iowa River to the Mississippi) in sec. 27, T. 90 N., R. 17 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=538,221,1371,44",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,"Beaver Creek, South Fork",Right,Hardin County,"T. 89 N., R. 19 W.",flows east 15 miles into Middle Fork of Beaver Creek,"into Middle Fork of Beaver Creek (tributary through Beaver Creek to Cedar River, which discharges into the Mississippi through Iowa River) in Grundy County, T. 89 N., R. 17 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=121,565,2206,51",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Beaver Dam Creek,Left,Cerro Gordo County,"T. 95 N., R. 22 W.",flows southeast 21 miles into Shellrock River,"into Shellrock River (tributary through Cedar River to Iowa River and thus to the Mississippi) in junction with Bailey Creek in Franklin County, T. 93 N., R. 19 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=121,841,2208,51",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,"Beaver Dam Creek, East Branch",Left,Cerro Gordo County,"T. 95 N., R. 20 W.",flows south 12 miles into Beaver Dam Creek,"into Beaver Dam Creek (tributary through Shellrock River to Cedar River, which discharges into the Mississippi through Iowa River) in sec. 21, T. 94 N., R. 20 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=121,1120,2208,51",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,"Beaver Dam Creek, West Branch",Right,Cerro Gordo County,"T. 94 N., R. 22 W.",flows southeast 7 miles into Beaver Dam Creek,"into Beaver Dam Creek (tributary through Shellrock River to Cedar River, which discharges into the Mississippi through Iowa River) in T. 94 N., R. 20 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=121,1398,2211,50",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Bedell Creek,Left,Pottawattamie County,"sec. 5, T. 77 N., R. 38 W.",flows west 7 miles into East Branch of West Nishnabotna River,"into East Branch of West Nishnabotna River (tributary through Nishnabotna River to the Missouri) in sec. 10, T. 77 N., R. 39 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=121,1676,2211,50",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Bee Branch,Right,Monroe County,"sec. 29, T. 72 N., R. 18 W.",flows northeast 6 miles into Cedar Creek,into Cedar Creek (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=121,1884,2217,50",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Bee Creek,Left,Clarke County,"T. 71 N., R. 26 W.",flows south 8 miles into Long Creek,"into Long Creek (tributary through Grand River to the Missouri) in Decatur County, T. 70 N., R. 26 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=121,2019,2211,55",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Big Creek,Right,Blackhawk County,"sec. 33, T. 87 N., R. 12 W.",flows northeast 6 miles through La Porte City into Cedar River,"into Cedar River (tributary through Iowa River to the Mississippi) in sec. 19, T. 87 N., R. 11 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=121,2231,2212,51",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Big Creek,Left,Boone County,"T. 83 N., R. 25 W.",flows south 21 miles into Des Moines River,"into Des Moines River (tributary to the Mississippi) in Polk County, T. 80 N., R. 25 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=122,2440,2211,51",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Big Creek,Left,Henry County,"T. 72 N., R. 5 W.","flows southwest 4, northwest 10, and southeast 15 miles into Skunk River","into Skunk River (tributary to the Mississippi) in Henry County, T. 70 N., R. 5 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=122,2576,2210,58",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Big Creek,Left,Linn County,"T. 84 N., R. 5 W.",flows south 8 and southwest 7 miles into Cedar River,"into Cedar River (tributary through Iowa River to the Mississippi) in Linn County, T. 82 N., R. 6 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=122,2788,2216,51",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Big Creek (Wright Creek),Left,Woodbury County,"T. 88 N., R. 42 W.",flows northwest 6 miles and southwest 6 miles into Little Sioux River,"into Little Sioux River in Woodbury County, T. 88 N., R. 43 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=122,2998,2214,51",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Big Slough,Right,Johnson County,"T. 78 N., R. 5 W.",flows southeast 8 miles into Wapsininoc Creek,"into Wapsininoc Creek (tributary through Cedar River to Iowa River and thus to the Mississippi) in Muscatine County, sec. 2, T. 77 N., R. 4 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=122,3204,2214,51",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Black Creek,Right,Audubon County,"T. 78 N., R. 36 W.",flows southwest 15[?] miles into East Nishnabotna River,"into East Nishnabotna River (tributary through Nishnabotna River to the Missouri) 1 mile below Atlantic City, Cass County, T. 76 N., R. 36 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=124,3551,1291,50",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Black Creek,Left,Wapello County,"sec. 14, T. 71 N., R. 12 W.",flows southeast 10 miles into Des Moines River,"into Des Moines River (tributary to the Mississippi) in Van Buren County, sec. 17, T. 70 N., R. 11 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009#xywh=128,3827,2210,51",0009_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0009.jpg,B
Gazetteer of Surface Waters of Iowa,Black Creek (Black Cat),Right,Emmet County,"T. 99 N., R. 31 W.",flows southeast 33 miles into East Des Moines River,"into East Des Moines River (tributary through Des Moines River to the Mississippi) in Kossuth County, T. 96 N., R. 29 W., 3 miles north of Algona",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=380,330,2226,53",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,Blackhawk Creek,Right,Grundy County,"T. 88 N., R. 18 W.","flows northeast 10, southeast 10, and northeast 18 miles into Cedar River","into Cedar River (tributary through Iowa River to the Mississippi) at Waterloo, Blackhawk County, T. 89 N., R. 13 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=379,604,2229,63",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,Blackhawk Creek,Right,Scott County,"T. 78 N., R. 2 E.",flows east 6 miles into Mississippi River,"into Mississippi River in Scott County, T. 77 N., R. 3 E.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=489,3826,2056,52",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,"Blackhawk Creek, North",Left,Grundy County,"sec. 21, T. 89 N., R. 16 W.",flows southwest 18 miles into Blackhawk Creek,"into Blackhawk Creek (tributary through Des Moines River to the Mississippi) in sec. 1, T. 87 N., R. 15 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=377,956,2225,58",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,Blood Run,Left,Lyon County,"Rock County, Minn.; enters Iowa in Lyon County, T. 100 N., R. 48 W.",flows west 8 miles into Big Sioux River,"into Big Sioux River (tributary to the Missouri) in T. 100 N., R. 49 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=380,1170,2224,51",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,Bloody Creek,Right,Humboldt County,"sec. 25, T. 93 N., R. 30 W.",flows east 84 miles into East Branch of Des Moines River,"into East Branch of Des Moines River (tributary through Des Moines River to the Mississippi) in Humboldt County, sec. 33, T. 93 N., R. 28 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=380,1380,2226,51",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,Bloody Run,Left,Dubuque County,"T. 90 N., R. 2 E.",flows south 5 miles into Little Maquoketa River,"into Little Maquoketa River (tributary to the Mississippi) at altitude 900 feet above sea level, in T. 90 N., R. 2 E., at altitude 620 feet above sea level.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=377,1587,2229,52",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,Bluebell Creek,Right,Dubuque County,"T. 90 N., R. 2. W.",flows north 6 miles into Turkey River,"into Turkey River (tributary to the Mississippi) in Clayton County, T. 91 N., R. 2 W.","Total fall, about 460 feet.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=377,1800,2227,51",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,Blue Creek,Left,Benton County,"formed by junction of two small branches in Benton County; T. 86 N., R. 9 W.",flows south 7 miles into Cedar River,"into Cedar River (tributary through Iowa River to the Mississippi) in Linn County, T. 85 N., R. 8 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=377,2011,2225,51",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,Blue Earth River,Right,Kossuth County,"T. 99 N., R. 30 W.","flows east 11 miles and north 4 miles into Minnesota through sec. 28, T. 100 N., R. 28 W.",into Minnesota,"One branch formed by union of two small streams in sec. 11, T. 99 N., R. 29 W., flowing northeast in Faribault County, sec. 12, T. 100 N., R. 28 W.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=377,2218,2230,58",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,"Blue Earth River, East Fork",Right,Winnebago County,"T. 100 N., R. 24 W.","flows west 19 miles and north 7½ miles through Kossuth County (T. 100 N., R. 28 W.) into Minnesota.",into Minnesota,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=380,2501,2226,53",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,"Blue Earth River, West Fork",Right,Kossuth County,"formed by union of two small streams in Kossuth County, sec. 11, T. 99 N., R. 29 W.",flows northeast 7 miles into a stream coming out of Union Slough,"into a stream coming out of Union Slough, in sec. 9, T. 100 N., R. 28 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=380,2712,2224,53",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
Gazetteer of Surface Waters of Iowa,Bluff Creek,Right,Boone County,"sec. 6, T. 85 N., R. 27 W.",flows south 11 miles into Des Moines River,"into Des Moines River (tributary to the Mississippi) in Boone County, sec. 22, T. 84 N., R. 27 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010#xywh=380,2923,2224,51",0010_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0010.jpg,B
