date,description,amount,transaction_type,record_type,section_title,year,canvas_fragment,image
"March 20, 1856",Miller O & M,3.20,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0030#xywh=640,481,74,48",0030_service:mss:mss11879:mss11879-42:42001:0030.jpg
,By 50. 30. 80. 50,,withdrawal,Bank Ledger,CR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0030#xywh=948,235,70,33",0030_service:mss:mss11879:mss11879-42:42001:0030.jpg
,100. 50. 69 130,,withdrawal,Bank Ledger,CR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0030#xywh=1102,266,164,101",0030_service:mss:mss11879:mss11879-42:42001:0030.jpg
,28. 60. 121 26,,withdrawal,Bank Ledger,CR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0030#xywh=1019,317,76,53",0030_service:mss:mss11879:mss11879-42:42001:0030.jpg
1856,Amount forward,2485.00,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=109,155,393,61",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"June 30, 1856",Interest,32.96,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=111,208,429,55",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"September 10, 1856",,388.00,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=109,326,115,37",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1856,Total Amount,2905.96,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=111,375,109,37",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"November 25, 1856",To Balance,1087.51,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=100,420,449,47",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"December 13, 1856",20 £,96.89,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=100,478,109,34",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"December 19, 1856",50 £,241.67,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=133,534,78,83",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"December 20, 1856",Miller. V. M.,45.27,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=303,579,332,46",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"December 31, 1856",Interest,51.15,deposit,Bank Ledger,DR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1857,Total Amount,1522.49,deposit,Bank Ledger,DR,1857,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=114,684,91,34",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"January 13, 1857",,253.66,deposit,Bank Ledger,DR,1857,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"January 31, 1857",20 £,96.33,deposit,Bank Ledger,DR,1857,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"February 25, 1857",10 £,48.22,deposit,Bank Ledger,DR,1857,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=650,583,161,93",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1857,Total Amount,1519.45,deposit,Bank Ledger,DR,1857,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=641,884,166,75",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1857,Balance,1152.03,deposit,Bank Ledger,DR,1857,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=1378,447,170,32",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1857,Interest,12.95,deposit,Bank Ledger,DR,1857,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1857,Total Amount,1164.98,deposit,Bank Ledger,DR,1857,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=653,1051,175,53",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1856,Amount forward,1818.45,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1856,Balance,1087.51,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1856,7 Vouchers Returned,2905.96,withdrawal,Bank Ledger,CR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=843,727,129,54",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1856,,251.25,withdrawal,Bank Ledger,CR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=1370,383,168,57",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1856,,150.00,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1856,Balance,1070.24,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1857,Vouchers Returned,1522.49,withdrawal,Bank Ledger,CR,1857,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"February 4, 1857",By Balance,367.42,withdrawal,Bank Ledger,CR,1857,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031#xywh=1405,743,136,31",0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"February 4, 1857",Balance,1152.03,withdrawal,Bank Ledger,CR,1857,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
1857,Vouchers Returned,1519.45,withdrawal,Bank Ledger,CR,1857,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"March 11, 1857",,1164.98,withdrawal,Bank Ledger,CR,1857,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0031,0031_service:mss:mss11879:mss11879-42:42001:0031.jpg
"October 28, 1873",Dr Green. Twelve hundred Dollars,1200.00,loan_given,Loan Record,Money loaned in the District of Columbia,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033#xywh=976,194,530,110",0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"October 28, 1873",Mr Feiler,1000.00,loan_given,Loan Record,Money loaned in the District of Columbia,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033#xywh=984,285,337,150",0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"October 28, 1873",Chas. R. Douglass,1300.00,loan_given,Loan Record,Money loaned in the District of Columbia,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033#xywh=982,394,357,60",0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"October 28, 1873",Deed of trust. Cook,5000.00,loan_given,Loan Record,Money loaned in the District of Columbia,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033#xywh=977,452,364,55",0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"October 28, 1873",Deed of Trust. Cook,2000.00,loan_given,Loan Record,Money loaned in the District of Columbia,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033#xywh=975,83,499,124",0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"October 28, 1873",Emily Johnson,80.00,loan_given,Loan Record,Money loaned in the District of Columbia,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033#xywh=970,549,335,59",0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"October 28, 1873",Lewis H. Douglass,1500.00,loan_given,Loan Record,Money loaned in the District of Columbia,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033#xywh=962,597,378,71",0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"October 28, 1873",Fredk Douglass,1000.00,loan_given,Loan Record,Money loaned in the District of Columbia,1873,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033,0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"October 28, 1873",Chas. Douglass,1000.00,loan_given,Loan Record,Money loaned in the District of Columbia,1873,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033,0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"October 28, 1873",Deposit At F Bank,3.80,deposit,Loan Record,Money loaned in the District of Columbia,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0033#xywh=967,748,393,64",0033_service:mss:mss11879:mss11879-42:42001:0033.jpg
"March 30, 1873",By Alfred M. Rudd & Mrs.,5.00,deposit,Contribution Record,Contributions to Pamphlet fund,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0034#xywh=48,200,696,297",0034_service:mss:mss11879:mss11879-42:42001:0034.jpg
"April 18, 1873","By J. S. Leek, Ashtabula, O.",5.00,deposit,Contribution Record,Contributions to Pamphlet fund,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0034#xywh=732,389,49,40",0034_service:mss:mss11879:mss11879-42:42001:0034.jpg
"December 18, 1873",Miller Orton & Mulligan's note dated June 15th for 6 Month,91.70,loan_given,Loan Record,Recd for collection,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0035#xywh=117,288,745,180",0035_service:mss:mss11879:mss11879-42:42001:0035.jpg
"September 8, 1873",Miller O. & Mulligan dated July 5 for Two Month,390.00,loan_given,Loan Record,Recd for collection,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0035#xywh=132,188,610,81",0035_service:mss:mss11879:mss11879-42:42001:0035.jpg
"March 12, 1873",Market,4.10,expense,Loan Record,Recd for collection,1873,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0035#xywh=678,767,139,56",0035_service:mss:mss11879:mss11879-42:42001:0035.jpg
"April 13, 1869","Washington D. C. For value received I promise to pay to Frederick Douglass, the sum of One Hundred Dollars, one year after date. Charles R. Douglass",100.00,loan_given,Loan Record,Promissory Note,1869,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0036,0036_service:mss:mss11879:mss11879-42:42001:0036.jpg
,Charles Douglass,,loan_record,Loan Record,Promissory Note,1869,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0037#xywh=184,208,456,121",0037_service:mss:mss11879:mss11879-42:42001:0037.jpg
"March 23, 1902",Dep,176.00,deposit,Bank Ledger,Dr.,1902,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0040#xywh=1195,210,225,84",0040_service:mss:mss11879:mss11879-42:42001:0040.jpg
